Museum ID,Museum Name,Legal Name,Alternate Name,Museum Type,Institution Name,Street Address (Administrative Location),City (Administrative Location),State (Administrative Location),Zip Code (Administrative Location),Street Address (Physical Location),City (Physical Location),State (Physical Location),Zip Code (Physical Location),Phone Number,Latitude,Longitude,Locale Code (NCES),County Code (FIPS),State Code (FIPS),Region Code (AAM),Employer ID Number,Tax Period,Income,Revenue
8400200067,CLAUDIA KELSEY DOLL MUSEUM,CLAUDIA KELSEY DOLL MUSEUM TR DBA AUNT CLAUDIAS DOLLS A MUS,,GENERAL MUSEUM,,114 S FRANKLIN ST STE 103,JUNEAU,AK,99801,114 S FRANKLIN ST SUITE #102,JUNEAU,AK,99801.0,9075864969,58.3005,-134.40561,3.0,110.0,2.0,6,456688579,201312.0,0.0,0.0
8400200105,CLAUSEN MEMORIAL MUSEUM,CLAUSEN MEMORIAL MUSEUM,,HISTORY MUSEUM,,PO BOX 708,PETERSBURG,AK,99833,203 FRAM ST,PETERSBURG,AK,99833.0,9077723598,56.80634,-132.96963,4.0,,2.0,6,920089647,201406.0,86045.0,86045.0
8400200023,COLONY HOUSE MUSEUM,COLONY HOUSE MUSEUM,,GENERAL MUSEUM,,316 E ELMWOOD AVE,PALMER,AK,99645,,,Unknown,,9077451935,61.59873,-149.11008,3.0,170.0,2.0,6,,,,Not Reported
8400200127,DOG MUSHING MUSEUM,DOG MUSHING MUSEUM,,GENERAL MUSEUM,,PO BOX 80136,FAIRBANKS,AK,99708,410 CUSHMAN STREET,FAIRBANKS,AK,99708.0,9074573669,64.84166,-147.72054,1.0,90.0,2.0,6,920133850,,,Not Reported
8400200020,DOROTHY G PAGE MUSEUM,DOROTHY G PAGE MUSEUM,,GENERAL MUSEUM,,323 N MAIN ST,WASILLA,AK,99654,,,Unknown,,9073739071,61.58234,-149.44139,3.0,170.0,2.0,6,,,,Not Reported
8400200055,FAIRBANKS CHILDREN'S MUSEUM,FAIRBANKS CHILDRENS MUSEUM,,CHILDREN'S MUSEUM,,PO BOX 72477,FAIRBANKS,AK,99707,302 CUSHMAN STREET SUITE 101,FAIRBANKS,AK,99707.0,,64.84217,-147.72078,1.0,90.0,2.0,6,264095584,201312.0,156377.0,156377.0
8400200130,FAIRBANKS COMMUNITY MUSEUM,THE FAIRBANKS COMMUNITY MUSEUM,,HISTORY MUSEUM,,410 CUSHMAN STREET,FAIRBANKS,AK,99701,,,Unknown,,9074573669,64.84231,-147.72457,1.0,90.0,2.0,6,920139287,201409.0,0.0,0.0
8400200034,FAIRBANKS HOCKEY HALL OF FAME,FAIRBANKS HOCKEY HALL OF FAME INC,,GENERAL MUSEUM,,219 SLATER DR,FAIRBANKS,AK,99701,,,Unknown,,,64.83881,-147.70136,1.0,90.0,2.0,6,201276510,201312.0,35320.0,31075.0
8400200019,FAIRBANKS ICE MUSEUM,FAIRBANKS ICE MUSEUM,,GENERAL MUSEUM,,500 2ND AVE,FAIRBANKS,AK,99701,,,Unknown,,9074518222,64.84363,-147.71794,1.0,90.0,2.0,6,,,,Not Reported
8409503302,GARY L. FREEBURG ART GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,KENAI PENINSULA COLLEGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,Unknown,,,64.81712,-147.87837,2.0,90.0,2.0,6,926000147,201306.0,,Not Reported
8400200074,HAMMER MUSEUM,HAMMER MUSEUM INC,,HISTORY MUSEUM,,PO BOX 702,HAINES,AK,99827,108 MAIN ST,HAINES,AK,99827.0,9077662374,59.24675,-135.47365,4.0,,2.0,6,571199151,201412.0,0.0,0.0
8400200158,HOMER SOCIETY OF NATURAL HISTORY,HOMER SOCIETY OF NATURAL HISTORY INC,,NATURAL HISTORY MUSEUM,,3779 BARTLETT ST,HOMER,AK,99603,,,Unknown,,,59.6447,-151.5504,4.0,122.0,2.0,6,926002856,201312.0,780811.0,742408.0
8400200016,HOPE AND SUNRISE MUSEUM,HOPE AND SUNRISE MUSEUM,,GENERAL MUSEUM,,2ND ST,HOPE,AK,99605,64851 2ND STREET; PO BOX 88,HOPE,AK,99605.0,9077823740,60.88669,-149.54407,4.0,122.0,2.0,6,,,,Not Reported
8409401168,IDITAROD TRAIL SLED DOG RACE MUSEUM,IDITAROD TRAIL SLED DOG RACE MUSEUM,,GENERAL MUSEUM,,2100 S KNIK-GOOSE BAY ROAD,WASILLA,AK,99687,2100 S KNIK-GOOSE BAY ROAD,WASILLA,AK,99687.0,,61.56479,-149.45177,3.0,170.0,21.0,6,,,,Not Reported
8400200124,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS,INTERNATIONAL GALLERY OF CONTEMPORARY ARTS INC,,ART MUSEUM,,PO BOX 100239,ANCHORAGE,AK,99510,427 D ST,ANCHORAGE,AK,99510.0,9072791116,61.21824,-149.88931,1.0,20.0,2.0,6,920128343,201312.0,48842.0,39227.0
8400200090,INUPIAT HERITAGE CENTER,INUPIAT HERITAGE CENTER,,GENERAL MUSEUM,,5421 N STAR ST,BARROW,AK,99723,5421 N STAR ST,BARROW,AK,99723.0,9078520422,70.66976,-155.14303,4.0,,2.0,6,920042378,,,Not Reported
8400200079,JILKAAT KWAAN HERITAGE CENTER,JILKATT KWANN CULTURAL HERITAGE CENTER - BALD EAGLE OBSERVA,,GENERAL MUSEUM,,PO BOX 976,HAINES,AK,99827,32 CHILKAT AVE,HAINES,AK,99827.0,9077675485,59.24675,-135.47365,4.0,,2.0,6,731652033,201312.0,78314.0,78314.0
8400200015,JUNEAU DOUGLAS CITY MUSEUM,FRIENDS OF THE JUNEAU-DOUGLAS CITY MUSEUM,,GENERAL MUSEUM,,155 S SEWARD,JUNEAU,AK,99801,,,Unknown,,9075863572,58.30418,-134.42701,3.0,110.0,2.0,6,270980810,201312.0,0.0,0.0
8400200038,KENAI BICENTENNIAL VISITORS AND CULT. CENTER,KENAI BICENTENNIAL VISITORS AND CULT. CENTER,,GENERAL MUSEUM,,11471 KENAI SPUR HWY,KENAI,AK,99611,,,Unknown,,9072831991,60.55468,-151.26121,3.0,122.0,2.0,6,204609315,,,Not Reported
8409503530,KIMURA GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,Unknown,,9077861800,64.81712,-147.87837,2.0,90.0,2.0,6,926000147,201306.0,,Not Reported
8400200013,KIND HEART ALASKA MUSEUM,KIND HEART ALASKA MUSEUM,,GENERAL MUSEUM,,5 CHENA HOT SPRINGS RD,NORTH POLE,AK,99705,,,Unknown,,9074900054,64.77904,-147.3687,2.0,,2.0,6,,,,Not Reported
8400200017,KNIK MUSEUM,WASILLA-KINK HISTORICAL SOCIETY,,HISTORY MUSEUM,,KNIK RD,WASILLA,AK,99654,300 NORTH BOUNDARY STREET,WASILLA,AK,99654.0,9073762005,61.58245,-149.43945,3.0,170.0,2.0,6,920058042,201312.0,39167.0,36901.0
8400200144,KODIAK MARITIME MUSEUM AND ART CENTER,KODIAK MARITIME MUSEUM AND ART CENTER,KODIAK MARITIME MUSEUM,ART MUSEUM,,PO BOX 1876,KODIAK,AK,99615,500 DOG BAY DRIVE,KODIAK,AK,99615.0,9074860384,57.79263,-152.40165,3.0,,2.0,6,920165430,201312.0,85602.0,85352.0
8400200014,KODIAK MILITARY HISTORY MUSEUM,KODIAK MILITARY HISTORY MUSEUM,,HISTORY MUSEUM,,1417 MILL BAY RD,KODIAK,AK,99615,,,Unknown,,9074867015,57.79856,-152.38722,4.0,150.0,2.0,6,,,,Not Reported
8400200018,LAST CHANCE MINING MUSEUM,LAST CHANCE MINING MUSEUM,,GENERAL MUSEUM,,1001 BASIN RD,JUNEAU,AK,99801,,,Unknown,,9075865338,58.30836,-134.39819,4.0,110.0,2.0,6,,,,Not Reported
8400200066,MARIE DRAKE PLANETARIUM,FRIENDS OF THE MARIE DRAKE PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,PO BOX 23042,JUNEAU,AK,99802,10014 CRAZY HORSE DR,JUNEAU,AK,99802.0,9075002941,58.36674,-134.61082,4.0,110.0,2.0,6,453069319,201412.0,0.0,0.0
8400200155,MAXINE & JESSE WHITNEY MUSEUM,UNIVERSITY OF ALASKA,,GENERAL MUSEUM,,PO BOX 97,VALDEZ,AK,99686,303 LOWE ST,VALDEZ,AK,99686.0,,61.10482,-146.21652,4.0,,2.0,6,926000147,201306.0,,Not Reported
8409400388,MURIE SCIENCE AND LEARNING CENTER,MURIE SCIENCE AND LEARNING CENTER,,GENERAL MUSEUM,,MILEPOST 1.5,DENALI PARK,AK,99755,,,Unknown,,,63.62586,-150.90305,4.0,,2.0,6,,,,Not Reported
8400200012,MUSEUM OF ALASKA TRANSPORTATION AND INDUSTRY,MUSEUM OF ALASKA TRANSPORATION AND INDUSTRY INC,,HISTORY MUSEUM,,3800 W MUSEUM DR,WASILLA,AK,99687,3800 W MUSEUM DR,WASILLA,AK,99687.0,9073761211,61.58414,-149.44139,3.0,,2.0,6,920060340,201312.0,87442.0,67641.0
8400200140,MUSEUM OF THE ALEUTIANS,MUSEUM OF THE ALEUTIANS,,GENERAL MUSEUM,,PO BOX 648,UNALASKA,AK,99685,314 SALMON WAY,UNALASKA,AK,99685.0,9075815150,53.87139,-166.54126,4.0,,2.0,6,920162384,201306.0,638447.0,609946.0
8409501670,MUSEUM OF THE NORTH,UNIVERSITY OF ALASKA,UNIVERSITY OF ALASKA FAIRBANKS,GENERAL MUSEUM,UNIVERSITY OF ALASKA FAIRBANKS,907 YUKON DR,FAIRBANKS,AK,99775,,,Unknown,,9074747505,64.81712,-147.87837,2.0,90.0,2.0,6,926000147,201306.0,,Not Reported
8400200108,MUSEUMS ALASKA,MUSEUMS ALASKA INCORPORATED,,GENERAL MUSEUM,,PO BOX 3004,ANCHORAGE,AK,99603,PO BOX 3004,HOMER,AK,99603.0,4253122235,59.66896,-151.48517,4.0,122.0,2.0,6,920097153,201312.0,433429.0,433429.0
8409400431,MUSK OX FARM & MUSEUM,MUSK OX FARM & MUSEUM,,GENERAL MUSEUM,,12850 E. ARCHIE RD.,PALMER,AK,99645,,,Unknown,,,61.60024,-149.12756,4.0,,2.0,6,,,,Not Reported
8409400438,NATIONAL ARCHIVES AT ANCHORAGE,NATIONAL ARCHIVES AT ANCHORAGE,,GENERAL MUSEUM,,654 W 3RD AVE,ANCHORAGE,AK,99501,,,Unknown,,,61.21905,-149.89451,1.0,20.0,2.0,6,,,,Not Reported
8400200053,NEW YORK ALASKA HOUSE,NEW YORK ALASKA HOUSE INC,,ART MUSEUM,,3806 N POINT CIR,ANCHORAGE,AK,99502,,,Unknown,,,61.13325,-149.94851,1.0,20.0,2.0,6,262877798,201312.0,50.0,50.0
8400200036,PALMER MUSEUM OF HISTORY AND ART,PALMER MUSEUM OF HISTORY AND ART,,GENERAL MUSEUM,,723 S VALLEY WAY,PALMER,AK,99645,,,Unknown,,9077467668,61.59857,-149.11359,3.0,170.0,2.0,6,203297367,201312.0,161428.0,144442.0
8400200173,PRATT MUSEUM,PATRONS OF THE PRATT SOCIETY,PRATT MUSEUM,ART MUSEUM,,3779 BARTLETT STREET,HOMER,AK,99603,3779 BARTLETT STREET,HOMER,AK,99603.0,9072358635,59.6447,-151.5504,4.0,122.0,2.0,6,920166923,201312.0,65544.0,65544.0
8400200080,PRIBILOF ALEUTS,PRIBILOF ALEUTS INC,,GENERAL MUSEUM,,615 E 82ND AVE STE 200,ANCHORAGE,AK,99518,,,Unknown,,9072232348,61.14654,-149.87117,1.0,20.0,2.0,6,800508049,201409.0,0.0,0.0
8400200118,SAMUEL FOX MUSEUM,SAMUEL K FOX MUSEUM ASSOC,,GENERAL MUSEUM,,PO BOX 273,DILLINGHAM,AK,99576,306 D STREET WEST,DILLINGHAM,AK,99576.0,9078424831,59.04004,-158.45869,4.0,,2.0,6,920117700,201406.0,0.0,0.0
8400200102,SEALASKA HERITAGE INSTITUTE,SEALASKA HERITAGE INSTITUTE,,GENERAL MUSEUM,,1 SEALASKA PLZ STE 301,JUNEAU,AK,99801,,,Unknown,,9074634844,58.30039,-134.40814,3.0,110.0,2.0,6,920081844,201312.0,7870397.0,7812834.0
8400200085,SEWARD COMMUNITY LIBRARY,SEWARD COMMUNITY LIBRARY ASSOCIATION INC,,GENERAL MUSEUM,,239 6TH AVE,SEWARD,AK,99664,,,Unknown,,9072244082,60.20885,-149.38716,4.0,122.0,2.0,6,920018660,201406.0,25020.0,20137.0
8400200001,SEWARD MUSEUM,RESURRECTION BAY HISTORICAL SOCIETY INC,,GENERAL MUSEUM,,336 3RD AVE,SEWARD,AK,99664,,,Unknown,,9072243902,60.20885,-149.38716,4.0,122.0,2.0,6,926003019,201412.0,0.0,0.0
8400200008,SHELDON JACKSON MUSEUM,FRIENDS OF SHELDON JACKSON MUSEUM,,NATURAL HISTORY MUSEUM,,104 COLLEGE DRIE,SITKA,AK,99835,,,Unknown,,9077478981,57.05064,-135.32213,3.0,220.0,2.0,6,920112427,201312.0,85605.0,49871.0
8400200128,SHELDON MUSEUM AND CULTURAL CENTER,SHELDON MUSEUM AND CULTURAL CENTER INC,,HISTORY MUSEUM,,PO BOX 269,HAINES,AK,99827,11 MAIN STREET,HAINES,AK,99827.0,9077662366,59.24675,-135.47365,4.0,,2.0,6,920134317,201406.0,323889.0,323889.0
8400200035,SIMON PANEAK MEMORIAL MUSEUM,SIMON PANEAK MEMORIAL MUSEUM INC,SIMON PANEAK MEMORIAL MUSEUM,GENERAL MUSEUM,,PO BOX 21085,ANAKTUVUK PASS,AK,99721,341 MEKIANA ROAD,ANAKTUVUK PASS,AK,99721.0,9076613413,68.24085,-151.89265,4.0,,2.0,6,202076516,201312.0,0.0,0.0
8400200148,SITKA MARITIME HERITAGE SOCIETY,SITKA MARITIME HERITAGE SOCIETY INC,,HISTORY MUSEUM,,PO BOX 2153,SITKA,AK,99835,,,Unknown,,,57.06019,-135.33625,3.0,220.0,2.0,6,920169964,201312.0,36802.0,34039.0
8400200062,STORIS MUSEUM,STORIS MUSEUM,,GENERAL MUSEUM,,3201 NOWELL AVE,JUNEAU,AK,99801,,,Unknown,,,58.29323,-134.43055,3.0,110.0,2.0,6,364642971,201312.0,0.0,0.0
8409504138,STUDENT UNION GALLERY,UNIVERSITY OF ALASKA,,ART MUSEUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,Unknown,,9077861052,64.81712,-147.87837,2.0,90.0,2.0,6,926000147,201306.0,,Not Reported
8409501010,THOMAS PLANETARIUM,THOMAS PLANETARIUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,625 C STREET,ANCHORAGE,AK,99501,625 C STREET,ANCHORAGE,AK,99501.0,,61.21608,-149.8853,1.0,20.0,2.0,6,,,,Not Reported
8400200007,TOTEM HERITAGE CENTER,TOTEM HERITAGE CENTER,,GENERAL MUSEUM,,601 DEERMOUNT ST,KETCHIKAN,AK,99901,,,Unknown,,9072255900,55.34301,-131.63255,4.0,130.0,2.0,6,,,,Not Reported
8409501019,UAA PLANETARIUM AND VISUALIZATION THEATER,UNIVERSITY OF ALASKA,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,UNIVERSITY OF ALASKA ANCHORAGE,3211 PROVIDENCE DRIVE,ANCHORAGE,AK,99508,,,Unknown,,9077861800,64.81712,-147.87837,4.0,90.0,2.0,6,926000147,201306.0,,Not Reported
8400200138,VALDEZ MUSEUM AND HISTORICAL ARCHIVE ASSOCIATION,VALDEZ MUSEUM AND HISTORICAL ARCHIVE ASSOCIATION INCORPORAT,,HISTORY MUSEUM,,PO BOX 8,VALDEZ,AK,99686,217 EGAN DR,VALDEZ,AK,99686.0,9078352764,61.10482,-146.21652,4.0,,2.0,6,920159463,201312.0,678148.0,645570.0
8400200071,WHITTIER MUSEUM ASSOCIATION,WHITTIER MUSEUM ASSOCIATION,,HISTORY MUSEUM,,100 WHITTIER STREET,WHITTIER,AK,99693,,,Unknown,,,60.77,-148.68,4.0,261.0,2.0,6,510451736,201312.0,0.0,0.0
8400200154,WRANGELL MUSEUM,WRANGELL MUSEUM,,GENERAL MUSEUM,,296 CAMPBELL DR,WRANGELL,AK,99929,,,Unknown,,9078743770,56.47183,-132.38707,4.0,,2.0,6,926000144,,,Not Reported
8409400792,YUPIIT PICIRYARAIT MUSEUM,YUPIIT PICIRYARAIT MUSEUM,,GENERAL MUSEUM,,420 CHIEF EDDIE HOFFMAN HWY.,BETHEL,AK,99559,,,Unknown,,,60.78536,-161.80052,3.0,,2.0,6,,,,Not Reported
8409400016,81ST ARMY RESERVE COMMAND HISTORICAL HOLDING,81ST ARMY RESERVE COMMAND HISTORICAL HOLDING,,GENERAL MUSEUM,,255 WEST OXMOOR ROAD,BIRMINGHAM,AL,35209,255 WEST OXMOOR ROAD,BIRMINGHAM,AL,35209.0,,33.43981,-86.84269,1.0,73.0,1.0,3,,,,Not Reported
8400100163,AFRICAN AMERICAN HERITAGE TRAIL,FRIENDS OF AFRICAN AMERICAN HERITAGE TRAIL INC,,GENERAL MUSEUM,,PO BOX 1827,MOBILE,AL,36633,204 SOUTH LAWRENCE ST,MOBILE,AL,36633.0,2515332174,30.68582,-88.04614,1.0,97.0,1.0,3,271720928,201312.0,0.0,0.0
8409501195,AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,AIR FORCE ENLISTED HERITAGE RESEARCH INSTITUTE/HERITAGE HALL,,HISTORY MUSEUM,,550 MCDONALD STREET,MONTGOMERY,AL,36114,550 MCDONALD STREET,MONTGOMERY,AL,36114.0,,32.40461,-86.25406,4.0,101.0,1.0,3,,,,Not Reported
8409500238,ALABAMA AGRICULTURAL MUSEUM,ALABAMA AGRICULTURAL MUSEUM,,SCIENCE & TECHNOLOGY MUSEUM OR PLANETARIUM,,430 LANDMARK DR,DOTHAN,AL,36303,430 LANDMARK DR,DOTHAN,AL,36303.0,3346711078,31.27931,-85.37361,4.0,69.0,1.0,3,,,,Not Reported
8409501196,ALABAMA ARCHAEOLOGICAL SOCIETY,ALABAMA ARCHAEOLOGICAL SOCIETY,,HISTORY MUSEUM,,719 TREMONT ST,SELMA,AL,36701,719 TREMONT ST,SELMA,AL,36701.0,,32.41318,-87.02711,4.0,47.0,1.0,3,,,,Not Reported
8409501296,ALABAMA CATTLEMAN'S ASSOCIATION MUSEUM�,ALABAMA CATTLEMAN'S ASSOCIATION MUSEUM�,,GENERAL MUSEUM,,201 S BAINBRIDGE STREET,MONTGOMERY,AL,36102,201 S BAINBRIDGE STREET,MONTGOMERY,AL,36102.0,3342651867,32.37535,-86.30106,1.0,101.0,1.0,3,,,,Not Reported
8400100155,ALABAMA CENTER FOR AMERICAN HISTORY,ALABAMA CENTER FOR AMERICAN HISTORY INC,,HISTORY MUSEUM,,928 HARGIS DR,CHELSEA,AL,35043,,,Unknown,,,33.35966,-86.59573,4.0,117.0,1.0,3,263936733,201206.0,312533.0,312533.0
8409501297,ALABAMA CENTER FOR TRADITIONAL CULTURE,ALABAMA CENTER FOR TRADITIONAL CULTURE,,GENERAL MUSEUM,,201 MONROE STREET,MONTGOMERY,AL,36130,201 MONROE STREET,MONTGOMERY,AL,36130.0,3342424076,32.37878,-86.30628,1.0,101.0,1.0,3,,,,Not Reported
8400100381,ALABAMA CONSTITUTION VILLAGE FOUNDATION,ALABAMA CONSTITUTION VILLAGE FOUNDATION,,GENERAL MUSEUM,,404 MADISON ST SE,HUNTSVILLE,AL,35801,,,Unknown,,2565648100,34.72861,-86.58469,1.0,89.0,1.0,3,631182396,201409.0,1101454.0,806811.0
8409501299,ALABAMA FAN CLUB AND MUSEUM,ALABAMA FAN CLUB AND MUSEUM,,GENERAL MUSEUM,,101 GLENN BOULEVARD SW,FORT PAYNE,AL,35967,101 GLENN BOULEVARD SW,FORT PAYNE,AL,35967.0,,34.43359,-85.72543,3.0,49.0,1.0,3,,,,Not Reported
8400100086,ALABAMA FOLK ART MUSEUM,ALABAMA FOLK ART MUSEUM,,ART MUSEUM,,1731 1ST AVE N,BIRMINGHAM,AL,35203,,,Unknown,,2053214929,33.51275,-86.80921,1.0,73.0,1.0,3,,,,Not Reported
8409501300,ALABAMA HUMANITIES FOUNDATION,ALABAMA HUMANITIES FOUNDATION,,GENERAL MUSEUM,,1100 IRELAND WAY SUITE #202,BIRMINGHAM,AL,35205,1100 IRELAND WAY SUITE #202,BIRMINGHAM,AL,35205.0,2055583980,33.50116,-86.79191,1.0,73.0,1.0,3,,,,Not Reported
